Country Name,Country Code,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Nicaragua,NIC,5323146566,5224213018,5322454926,5795568205,6321335612,6763418646,7423421958,8496946608,8298679909,8758592272,9774262742,10532006608,10982979274,11880434071,12756706583,13286083645,13785876629,13025239912,12611218627,12621505383
Netherlands,NLD,4.31213E+11,4.71614E+11,5.78792E+11,6.57172E+11,6.85093E+11,7.33341E+11,8.47482E+11,9.47998E+11,8.68077E+11,8.46555E+11,9.04086E+11,8.38971E+11,8.76924E+11,8.90981E+11,7.65265E+11,7.83528E+11,8.3181E+11,9.13597E+11,9.10194E+11,9.13865E+11
Norway,NOR,1.73972E+11,1.95524E+11,2.28859E+11,2.64512E+11,3.08884E+11,3.45581E+11,4.00937E+11,4.6225E+11,3.8619E+11,4.28757E+11,4.98283E+11,5.09506E+11,5.22762E+11,4.9841E+11,3.85802E+11,3.68827E+11,3.98394E+11,4.37E+11,4.0551E+11,3.62522E+11
Nepal,NPL,6007055042,6050875807,6330473097,7273938315,8130258041,9043715356,10325618017,12545438605,12854985464,16002656434,21621710003,21703106502,22162208956,22731602970,24360795410,24524098184,28971589213,33111525183,34186180695,33657175561
Nauru,NRU,,,,,,,,,,47564520.39,66055407.67,96927201.48,98491843.64,104654365.2,86529661.37,99723394.96,109359680.2,124021393.7,118724073.8,114626625.6
New Zealand,NZL,53872425917,66627729311,88250885550,1.03905E+11,1.1472E+11,1.11539E+11,1.37189E+11,1.33131E+11,1.21374E+11,1.46518E+11,1.68291E+11,1.76207E+11,1.90907E+11,2.01313E+11,1.78064E+11,1.88943E+11,2.06951E+11,2.12226E+11,2.12891E+11,2.10701E+11
OECD members,OED,2.73597E+13,2.85306E+13,3.19293E+13,3.55461E+13,3.76001E+13,3.9668E+13,4.34075E+13,4.60116E+13,4.30719E+13,4.51891E+13,4.86108E+13,4.85801E+13,4.92306E+13,5.02639E+13,4.74639E+13,4.8398E+13,5.05016E+13,5.34656E+13,5.39835E+13,5.23369E+13
Oman,OMN,19452000476,20142756175,21633708220,24763713001,31081991725,37215779656,42085379489,60905452458,48388363516,56913065779,67871907375,76511069704,78555622509,80686929102,68420257567,65441278668,70585606844,79788768969,76331518669,64648393044
Other small states,OSS,90943070776,98114311646,1.22146E+11,1.51573E+11,1.83627E+11,2.15786E+11,2.64056E+11,3.23027E+11,2.77199E+11,3.22471E+11,3.96935E+11,4.14204E+11,4.32281E+11,4.46199E+11,3.69944E+11,3.65871E+11,3.98012E+11,4.4155E+11,4.32772E+11,3.75853E+11
Pakistan,PAK,79484403985,79904985385,91760542940,1.0776E+11,1.20055E+11,1.37264E+11,1.52386E+11,1.70078E+11,1.68153E+11,1.77166E+11,2.13587E+11,2.24384E+11,2.31219E+11,2.44361E+11,2.70556E+11,2.78655E+11,3.04567E+11,3.14568E+11,2.79057E+11,2.6261E+11
Panama,PAN,12502013400,12994310400,13693981200,15013381700,16374393900,18141666300,21295984230,25155888616,27116635565,29440287581,34686224301,40429734384,45599994005,49921464365,54091713776,57907695409,62202725204,64929409212,66984427150,53977036995
Peru,PER,52030158775,54777553515,58731030122,66768703498,76060606061,88643193062,1.02171E+11,1.20551E+11,1.20823E+11,1.47529E+11,1.71762E+11,1.92649E+11,2.01175E+11,2.00789E+11,1.89805E+11,1.91896E+11,2.11007E+11,2.22575E+11,2.28471E+11,2.02014E+11
Philippines,PHL,78921234457,84307291974,87039145965,95002028505,1.0742E+11,1.27653E+11,1.5598E+11,1.81625E+11,1.75975E+11,2.08369E+11,2.34217E+11,2.61921E+11,2.83903E+11,2.97483E+11,3.06446E+11,3.18627E+11,3.28481E+11,3.46842E+11,3.76823E+11,3.61489E+11
Palau,PLW,156907900,163184900,153963200,165186200,190452900,192382400,198897700,198283900,187522800,185943000,196911100,212397800,221117200,241669800,280457700,298300000,285300000,284700000,274200000,257700000
Papua New Guinea,PNG,3081024212,2999511040,3536411824,3927157867,4865892972,8355006707,9545177014,11670840932,11619637799,14250755231,17984910502,21295659244,21261432791,23210682538,21723531173,20759069103,22742613554,24109509853,24751344552,24668899683
Poland,POL,1.90905E+11,1.99072E+11,2.17827E+11,2.5511E+11,3.06144E+11,3.44622E+11,4.29029E+11,5.33609E+11,4.39738E+11,4.79834E+11,5.28301E+11,4.98524E+11,5.21016E+11,5.42477E+11,4.77812E+11,4.7263E+11,5.26509E+11,5.87412E+11,5.97281E+11,5.96624E+11
Pre-demographic dividend,PRE,2.65114E+11,3.03921E+11,3.30243E+11,4.1231E+11,5.14675E+11,6.4742E+11,7.83964E+11,9.81864E+11,8.91299E+11,1.03728E+12,1.19907E+12,1.30577E+12,1.43515E+12,1.49675E+12,1.31697E+12,1.20422E+12,1.25757E+12,1.3435E+12,1.4062E+12,1.29117E+12
Puerto Rico,PRI,69208400000,71623500000,74827400000,80322313000,83914521300,87276164400,89524131600,93639300000,96385600000,98381300000,1.00352E+11,1.01565E+11,1.0245E+11,1.02446E+11,1.03376E+11,1.04337E+11,1.03446E+11,1.00925E+11,1.04915E+11,1.03138E+11
"Korea, Dem. People's Rep.",PRK,,,,,,,,,,,,,,,,,,,,
Portugal,PRT,1.21499E+11,1.34156E+11,1.64862E+11,1.89035E+11,1.9718E+11,2.08582E+11,2.40191E+11,2.62345E+11,2.43702E+11,2.37881E+11,2.44797E+11,2.16237E+11,2.2637E+11,2.29596E+11,1.99314E+11,2.06286E+11,2.20811E+11,2.42195E+11,2.39987E+11,2.28539E+11
Paraguay,PRY,8495806432,7196260657,7691367471,9624440836,10737500188,13429430050,17856270473,24616537618,22355601273,27237782850,33756238767,33296438306,38651334288,40377987209,36211372703,36089550659,38997129474,40225448341,37906944075,35670301496
West Bank and Gaza,PSE,4003700000,3555800000,3968000000,4603100000,5125700000,5348300000,5815700000,7310400000,8085700000,9681500000,11186100000,12208400000,13515500000,13989700000,13972400000,15405400000,16128000000,16276600000,17133500000,15561300000
Pacific island small states,PSS,3395627477,3564053883,4178053089,4818328915,5329582224,5613654073,6192507725,6609313729,5916221065,6566818383,7713181064,8186804963,8498136739,9226234551,9019345254,9456355296,10212037558,10656209173,10641343380,9530487872
Post-demographic dividend,PST,2.61321E+13,2.72414E+13,3.05559E+13,3.39497E+13,3.57381E+13,3.76078E+13,4.10255E+13,4.33783E+13,4.0867E+13,4.263E+13,4.57868E+13,4.57368E+13,4.61909E+13,4.71328E+13,4.46396E+13,4.56631E+13,4.75926E+13,5.04822E+13,5.09842E+13,4.95387E+13
French Polynesia,PYF,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,17538461538,19363736264,23533791209,31734065934,44530494505,60882142857,79712087912,1.1527E+11,97798351648,1.25122E+11,1.67775E+11,1.86834E+11,1.98728E+11,2.06225E+11,1.6174E+11,1.51732E+11,1.61099E+11,1.83335E+11,1.76371E+11,1.44411E+11
Romania,ROU,40394824679,46066101951,57806506024,74972669057,98452791983,1.22023E+11,1.74585E+11,2.14314E+11,1.74104E+11,1.66309E+11,1.83327E+11,1.70636E+11,1.90801E+11,1.99959E+11,1.77729E+11,1.88129E+11,2.11695E+11,2.41457E+11,2.49882E+11,2.48716E+11
Russian Federation,RUS,3.06602E+11,3.4547E+11,4.30348E+11,5.91017E+11,7.64017E+11,9.89931E+11,1.29971E+12,1.66085E+12,1.22264E+12,1.52492E+12,2.04593E+12,2.2083E+12,2.29247E+12,2.05924E+12,1.36348E+12,1.27679E+12,1.5742E+12,1.65733E+12,1.68745E+12,1.4835E+12
Rwanda,RWA,1965444515,1964779921,2137093489,2375281627,2932213575,3317951468,4068065929,5177015141,5671332138,6121234529,6881038270,7650300320,7815599503,8241332517,8539048448,8690485823,9253098954,9640280084,10355974217,10333991456
South Asia,SAS,6.4587E+11,6.77627E+11,7.91003E+11,9.17089E+11,1.05059E+12,1.19609E+12,1.50419E+12,1.52747E+12,1.68343E+12,2.06078E+12,2.27455E+12,2.30009E+12,2.35961E+12,2.58456E+12,2.69943E+12,2.92645E+12,3.34811E+12,3.43659E+12,3.59725E+12,3.38642E+12
Saudi Arabia,SAU,1.84137E+11,1.89606E+11,2.15808E+11,2.58742E+11,3.2846E+11,3.769E+11,4.15965E+11,5.19797E+11,4.29098E+11,5.28207E+11,6.71239E+11,7.35975E+11,7.46647E+11,7.5635E+11,6.5427E+11,6.44936E+11,6.88586E+11,7.86522E+11,7.92967E+11,7.00118E+11
Sudan,SDN,15716489370,18136839087,21355576673,26645490675,35182105414,45264519503,59440139775,64831935604,51621044077,58962978034,55018567211,37632919967,43024018082,49516748618,51726758677,42630376000,41283617976,30964349685,26155799325,21329109522
Senegal,SEN,6507824767,7006402592,8768721956,10076817278,11009032665,11697918803,13994218939,16853991177,16145868285,16121314671,17814284622,17660871726,18918668644,19797254643,17774766636,19040312815,20996564752,23116699808,23306213742,24644234595
Singapore,SGP,89794943350,92537752709,97645448284,1.15035E+11,1.27808E+11,1.4863E+11,1.80942E+11,1.93612E+11,1.94152E+11,2.39809E+11,2.79351E+11,2.95087E+11,3.07576E+11,3.14851E+11,3.08004E+11,3.18764E+11,3.43338E+11,3.75982E+11,3.74386E+11,3.39998E+11
Solomon Islands,SLB,409435392.2,346431958.3,352522682.2,397611126.7,476898763.6,538668769.3,620230005.2,699157191,735940409.7,846797693.6,1049952233,1190994127,1284698922,1335538893,1307061544,1378551118,1483758907,1574599183,1570093229,1545888426
Sierra Leone,SLE,1090467712,1253340520,1385810072,1448536631,1650494367,1885112202,2158496873,2505458705,2453899847,2578026297,2942546781,3801862611,4920343195,5015157816,4218723875,3674794530,3719369107,4085114794,4076578543,4063289450
El Salvador,SLV,12282533600,12664190300,13243892200,13724810900,14698000000,15999890000,17011750000,17986890000,17601620000,18447920000,20283780000,21386150000,21990960000,22593470000,23438240000,24191430000,24979190000,26020850000,26896660000,24638720000
San Marino,SMR,1077413479,1168269231,1464326161,1723750000,1785847531,1908167106,2185874624,2393437820,2056126702,1881214371,1813752784,1604779648,1678841812,1673973695,1419394771,1468377272,1528630707,1655300873,1616369646,
Somalia,SOM,,,,,,,,,,,,,3892402685,3963532302,4048860871,4198485404,4508845348,4720727283,4942319041,4988441440
Serbia,SRB,12960538724,17120906918,22482365322,26141968161,27683225959,32482070360,43170990616,52194221469,45162894381,41819468692,49258136129,43309252921,48394239475,47062206678,39655958843,40692643373,44179055280,50640650221,51514222382,53335016425
Sub-Saharan Africa (excluding high income),SSA,4.05202E+11,4.40427E+11,5.55266E+11,6.90424E+11,8.20102E+11,9.66851E+11,1.12052E+12,1.27323E+12,1.21799E+12,1.43714E+12,1.61232E+12,1.67618E+12,1.78302E+12,1.83389E+12,1.678E+12,1.56114E+12,1.66647E+12,1.75187E+12,1.80137E+12,1.70234E+12
South Sudan,SSD,,,,,,,,14586253383,12231264525,14602072411,14907308933,11931472169,18426469017,13962212847,11997800760,,,,,
Sub-Saharan Africa,SSF,4.05828E+11,4.41129E+11,5.55976E+11,6.91268E+11,8.21025E+11,9.67871E+11,1.12155E+12,1.2742E+12,1.21883E+12,1.43811E+12,1.61338E+12,1.67724E+12,1.78435E+12,1.83524E+12,1.67938E+12,1.56257E+12,1.668E+12,1.75341E+12,1.80295E+12,1.7034E+12
Small states,SST,1.29579E+11,1.3866E+11,1.65859E+11,1.9964E+11,2.37866E+11,2.77064E+11,3.32119E+11,3.99977E+11,3.42525E+11,3.93562E+11,4.74317E+11,4.94442E+11,5.14124E+11,5.29896E+11,4.52207E+11,4.44926E+11,4.79918E+11,5.27519E+11,5.19587E+11,4.51424E+11
Sao Tome and Principe,STP,75951210.69,85171308.17,102085583.5,114582561.6,136450274.7,142775597.3,149146423.1,188021190.6,187820464.6,196652514.3,231489270.1,250680845.7,300554483.6,346528329.2,316066072.3,345495615,375614126.2,412253809.7,427425039.7,472914469.9
Suriname,SUR,834279357.8,1093574468,1274190311,1484092538,1793388732,2626380435,2936612022,3532969035,3875409836,4368398048,4422276622,4980000000,5145757576,5240606061,5126291451,3317438911,3591623596,3996247906,3984483762,2884248048
Slovak Republic,SVK,30752150336,35130340674,46816589165,57332015148,62785305310,70708098106,86454081577,1.0047E+11,89046289247,90712671901,99362720494,94258572686,98541305462,1.00955E+11,88601289843,89614053144,95157888667,1.05561E+11,1.05284E+11,1.05173E+11
Slovenia,SVN,20876309970,23489890274,29634713641,34414784504,36206395971,39481045038,48006372844,55552509155,50368056405,48161250405,51516366655,46580457470,48401896808,49930685013,43090173395,44736333522,48469082710,54137142149,54178877606,53589609581
Sweden,SWE,2.42396E+11,2.66849E+11,3.34337E+11,3.85118E+11,3.92218E+11,4.23093E+11,4.91253E+11,5.17706E+11,4.36537E+11,4.95813E+11,5.74094E+11,5.52484E+11,5.86842E+11,5.81964E+11,5.05104E+11,5.15655E+11,5.41019E+11,5.55455E+11,5.3388E+11,5.4122E+11
Eswatini,SWZ,1542477309,1432228125,2197612701,2770082792,3178126492,3291353836,3469363996,3294093485,3580417067,4438778424,4820499924,4886533033,4597532030,4422968340,4063245671,3816022047,4402969226,4665420239,4495679481,3972728948
Sint Maarten (Dutch part),SXM,,,,,,,,,,,936089385.5,985865921.8,1022905028,1245251397,1253072626,1263687151,1191620112,1185474860,,
Seychelles,SYC,622262057.2,697518248.2,705704816,839319927.3,919103254.5,1016418229,1033561654,967199594,847397850.1,969936525.3,1065826670,1060226126,1328157609,1343007845,1377495054,1426651769,1528242026,1547690759,1582841059,1059886364
Syrian Arab Republic,SYR,86771314031,90558485523,95693808463,1.12863E+11,1.34204E+11,1.538E+11,1.8003E+11,2.1809E+11,2.24562E+11,2.52518E+11,64315437939,42807315976,20345458471,21239000398,16492072144,12356980639,16112991412,21490335086,22777882165,
Turks and Caicos Islands,TCA,358744800,366707910,409753640,485598810,578645760,721891470,773489740,862683630,703175750,686787810,728789570,727161000,754238000,841070000,942070000,1032452000,1022365000,1113178000,1197415000,924583000
Chad,TCD,1710843361,1997005787,2742815195,4422855929,6649307057,7428701809,8650138069,10393834721,9290728773,10668102735,12172309523,12367363678,12953535496,13940768066,10950392220,10097778354,10000395242,11239167048,11314951343,10829076802
East Asia & Pacific (IDA & IBRD countries),TEA,2.29197E+12,2.71813E+12,3.36511E+12,4.09958E+12,4.95157E+12,6.19386E+12,8.23552E+12,1.08321E+13,1.20306E+13,1.43824E+13,1.74412E+13,1.07606E+13,1.18132E+13,1.27349E+13,1.32642E+13,1.35429E+13,1.48005E+13,1.65539E+13,1.71136E+13,1.74267E+13
Europe & Central Asia (IDA & IBRD countries),TEC,9.09749E+11,1.02302E+12,1.25792E+12,1.62813E+12,2.04004E+12,2.46759E+12,3.17362E+12,3.92905E+12,3.11472E+12,3.65963E+12,4.4448E+12,4.64105E+12,4.92093E+12,4.64659E+12,3.62711E+12,3.49078E+12,3.9126E+12,4.07365E+12,4.15345E+12,3.87673E+12
Togo,TGO,1482437752,1706698099,2115836353,2259992642,2281482855,2351584608,2662612348,3323677130,3379258565,3429461495,3872459250,3873308389,4321655656,4574986537,4180866177,6031632168,6395472574,7112200725,7220395248,7574636979
Thailand,THA,1.20296E+11,1.34301E+11,1.52281E+11,1.72896E+11,1.89319E+11,2.21758E+11,2.62942E+11,2.91383E+11,2.8171E+11,3.41105E+11,3.70819E+11,3.97558E+11,4.20333E+11,4.07339E+11,4.01296E+11,4.13366E+11,4.56357E+11,5.06611E+11,5.44264E+11,5.01644E+11
Tajikistan,TJK,1080768907,1221120799,1555301496,2076182461,2312327536,2830220713,3719506173,5161337336,4979481980,5642178580,6522732203,7633049792,8448469838,9112544556,8271454301,6992393787,7536439875,7765014424,8300784857,8194150302
Turkmenistan,TKM,3534803922,4461978499,5977560877,6838351088,8103901996,10276674365,12664165103,19271523179,20214385965,22583157895,29233333333,35164210526,39197543860,43524210526,35799714286,36169428571,37926285714,40765428571,45231428571,
Latin America & the Caribbean (IDA & IBRD countries),TLA,2.11938E+12,1.88613E+12,1.92099E+12,2.22499E+12,2.70927E+12,3.18625E+12,3.77359E+12,4.40752E+12,4.12949E+12,5.15915E+12,5.88516E+12,5.94253E+12,6.09059E+12,6.20969E+12,5.14258E+12,5.0145E+12,5.59091E+12,5.46207E+12,5.37651E+12,4.47821E+12
Timor-Leste,TLS,477443500,469506700,490439100,440764600,462283600,453805100,542795400,648492700,726882400,881827800,1042411500,1160389500,1395519600,1447307100,1594410900,1650618500,1615609700,1583876200,2047931700,1902156800
Middle East & North Africa (IDA & IBRD countries),TMN,5.33951E+11,5.19902E+11,5.67774E+11,6.74691E+11,7.96901E+11,9.24583E+11,1.13407E+12,1.40005E+12,1.36447E+12,1.56984E+12,1.55444E+12,1.68773E+12,1.5583E+12,1.53367E+12,1.37189E+12,1.38849E+12,1.36856E+12,1.30394E+12,1.3264E+12,1.18018E+12
Tonga,TON,181116952.8,182763693.9,202246959.7,230657965.5,261797606.1,292232117.1,298513956.2,344428609,312377379.3,366840012.4,414523388.5,470714083.4,450643615.2,439878828,437006227.2,420540178.6,460379145,489235527.4,512350059.4,488829964.1
South Asia (IDA & IBRD),TSA,6.4587E+11,6.77627E+11,7.91003E+11,9.17089E+11,1.05059E+12,1.19609E+12,1.50419E+12,1.52747E+12,1.68343E+12,2.06078E+12,2.27455E+12,2.30009E+12,2.35961E+12,2.58456E+12,2.69943E+12,2.92645E+12,3.34811E+12,3.43659E+12,3.59725E+12,3.38642E+12
Sub-Saharan Africa (IDA & IBRD countries),TSS,4.05828E+11,4.41129E+11,5.55976E+11,6.91268E+11,8.21025E+11,9.67871E+11,1.12155E+12,1.2742E+12,1.21883E+12,1.43811E+12,1.61338E+12,1.67724E+12,1.78435E+12,1.83524E+12,1.67938E+12,1.56257E+12,1.668E+12,1.75341E+12,1.80295E+12,1.7034E+12
Trinidad and Tobago,TTO,8824873259,9008273721,11305459802,13280275123,15982282462,18369361094,21641620050,27871587350,19172165226,22157948396,25433011405,25763220107,27268478565,27615843098,24959858249,22386264807,22385426654,23679919655,23208326548,21588037505
Tunisia,TUN,22066031834,23142153760,27453007373,31183059012,32273007554,34377310293,38914078352,44860969077,43454935940,46206331261,48122838145,47311196335,48683848564,50271342086,45780069047,44360775649,42163974956,42570270107,41804581484,41620349986
Turkey,TUR,2.01751E+11,2.40253E+11,3.14592E+11,4.08876E+11,5.06308E+11,5.57058E+11,6.81337E+11,7.70462E+11,6.49273E+11,7.76993E+11,8.38763E+11,8.80556E+11,9.57783E+11,9.38953E+11,8.64317E+11,8.69693E+11,8.58996E+11,7.78472E+11,7.61004E+11,7.19955E+11
Tuvalu,TUV,13196544.95,15450994.24,18231078.54,21534931.61,21839098.89,22902861.45,27030374.03,30290219.76,27101076.28,31823518.62,38711810.21,37671774.69,37509075.11,37290607.54,35492074.22,36547799.58,40619251.99,42588164.97,47271463.33,48855550.2
Tanzania,TZA,13581644246,14142035080,15224257698,16675948415,18399046025,18649590248,21843529025,27941177435,29081425282,32014249841,34657139495,39650530214,45680532614,49964788814,47378599025,49774021003,53320625959,57003713611,61136873692,62409709111
Uganda,UGA,5840503869,6178563591,6606884391,7939487474,9239221859,9977647645,11902564401,14440404021,25127805566,26673441667,27871725206,27305915761,28915786997,32612397758,32387183845,29203988815,30744473912,32927025573,35353060634,37600368181
Ukraine,UKR,39309580983,43956369917,52010238716,67220154164,89239370109,1.11885E+11,1.48734E+11,1.88111E+11,1.21553E+11,1.4121E+11,1.69333E+11,1.82592E+11,1.90499E+11,1.33503E+11,91030959455,93355993629,1.12091E+11,1.30891E+11,1.53883E+11,1.55499E+11
Upper middle income,UMC,4.33682E+12,4.37474E+12,4.90192E+12,5.87703E+12,7.06556E+12,8.39339E+12,1.0424E+13,1.27152E+13,1.22248E+13,1.48408E+13,1.78902E+13,1.91576E+13,2.05784E+13,2.12189E+13,1.99218E+13,1.98206E+13,2.19395E+13,2.36387E+13,2.40353E+13,2.31507E+13
Uruguay,URY,20898788417,13606494599,12045631093,13686329890,17362857684,19579457966,23410572634,30366213119,31660911277,40284481652,47962439304,51264390116,57531233351,57236013086,53274304222,57236652490,64233966861,64515038268,61231149881,53628827440
United States,USA,1.05818E+13,1.09364E+13,1.14582E+13,1.22137E+13,1.30366E+13,1.38146E+13,1.44519E+13,1.47128E+13,1.44489E+13,1.49921E+13,1.55426E+13,1.6197E+13,1.67848E+13,1.75272E+13,1.82383E+13,1.87451E+13,1.9543E+13,2.06119E+13,2.14332E+13,2.08937E+13
Uzbekistan,UZB,11401421329,9687788513,10134453435,12030023548,14307509839,17330833853,22311393928,29549438884,33689223673,49765676402,60178909297,67517349212,73180036692,80845384375,86196265192,86138288615,62081323299,52633143808,59907674027,59929951114
St. Vincent and the Grenadines,VCT,430040740.7,461885185.2,481807407.4,521974074.1,550729629.6,610929629.6,684444444.4,695429629.6,674922222.2,681225925.9,676129629.6,692933333.3,721207407.4,727714814.8,755400000,774429629.6,792177777.8,811300000,825040740.7,807474074.1
"Venezuela, RB",VEN,1.22904E+11,92893587734,83620628582,1.12453E+11,1.4551E+11,1.83478E+11,2.30364E+11,3.15953E+11,3.29788E+11,3.93192E+11,3.16482E+11,3.81286E+11,3.71005E+11,4.82359E+11,,,,,,
British Virgin Islands,VGB,,,,,,,,,,,,,,,,,,,,
Virgin Islands (U.S.),VIR,,3262000000,3443000000,3797000000,4428000000,4484000000,4784000000,4244000000,4201000000,4324000000,4223000000,4089000000,3738000000,3565000000,3663000000,3798000000,3794000000,3900000000,4068000000,
Vietnam,VNM,32685198735,35064105501,39552513316,45427854693,57633255618,66371664817,77414425532,99130304099,1.06015E+11,1.15932E+11,1.35539E+11,1.5582E+11,1.71222E+11,1.86205E+11,1.93241E+11,2.05276E+11,2.2378E+11,2.45214E+11,2.61921E+11,2.71158E+11
Vanuatu,VUT,257926881.7,262596597.8,314471328.1,364996869.1,394962552.3,439376794.1,516392922.5,590748237,592622502.4,670713208.1,770153304.2,747839697.7,758304466.2,772315721.3,730870581.7,780889605.9,880043553.7,914727908.1,934521604.6,881547928.6
World,WLD,3.40558E+13,3.55607E+13,4.01851E+13,4.55167E+13,4.9623E+13,5.42281E+13,6.18364E+13,6.88776E+13,6.62874E+13,7.30176E+13,8.14928E+13,7.5356E+13,7.74274E+13,7.95311E+13,7.51008E+13,7.6294E+13,8.11819E+13,8.62512E+13,8.75552E+13,8.46799E+13
Samoa,WSM,273088357.2,288078881.4,338838639.4,420320176.4,465568018.3,505832439.8,570469196.7,619260721.6,584706020.2,663155955,737147951.1,760319276,770059551,756805940.2,787958585.9,799493884.3,832025574,821286927.5,852007112.7,807100820.6
Kosovo,XKX,,,,,,,,5181776769,5015894693,5344014318,6341737194,6163785173,6735731173,7074657898,6295820482,6682832632,7180813376,7878508503,7899879086,7716925356
"Yemen, Rep.",YEM,9861560095,10694628092,11777966673,13872791659,16746344766,19061978586,21650532264,26910851362,25130274124,30906749533,32726417212,35401341663,40415235702,43228585321,42445102387,31317365269,26840128755,21606140907,,
South Africa,ZAF,1.3543E+11,1.29088E+11,1.9702E+11,2.55807E+11,2.88868E+11,3.03861E+11,3.33075E+11,3.16132E+11,3.29753E+11,4.17365E+11,4.58202E+11,4.34401E+11,4.00886E+11,3.81199E+11,3.4671E+11,3.23586E+11,3.81449E+11,4.04842E+11,3.87935E+11,3.35442E+11
Zambia,ZMB,4094480988,4193845678,4901839731,6221077675,8331870169,12756858899,14056957976,17910858638,15328342304,20265559484,23459515276,25503060420,28037239463,27141023558,21251216799,20958412538,25873601261,26311590297,23308667781,18110631358
Zimbabwe,ZWE,6777384700,6342116400,5727591800,5805598400,5755215200,5443896500,5291950100,4415702800,9665793300,12041655200,14101920300,17114849900,19091020000,19495519600,19963120600,20548678100,17584890937,18115543791,19284289739,18051170799
